id,"name","code",isBan,level,sort,"description"
377,"兆易创新","",0,0,74,""
378,"宏达电子","",0,0,75,""
379,"上汽集团","",0,0,75,""
380,"东方盛虹","",0,0,78,""
381,"高德红外","",0,0,45,""
382,"特锐德","",0,0,79,""
383,"火炬电子","",0,0,80,""
384,"美团-W","",0,0,81,""
385,"顺丰控股","",0,0,82,""
386,"舜宇光学科技","",0,0,83,""
387,"迈瑞医疗","",0,0,236,""
388,"碧水源","",0,0,84,""
389,"福斯特","",0,0,88,""
390,"三安光电","",0,0,85,""
391,"迈为股份","",0,0,86,""
392,"三利谱","",0,0,89,""
393,"德赛西威","",0,0,90,""
394,"国轩高科","",0,0,91,""
395,"雅克科技","",0,0,92,""
396,"圣邦股份","",0,0,113,""
397,"恒生电子","",0,0,150,""
398,"嘉元科技","",0,0,93,""
399,"宝钛股份","",0,0,95,""
400,"爱尔眼科","",0,0,291,""
401,"睿创微纳","",0,0,96,""
402,"长川科技","",0,0,97,""
403,"中环股份","",0,0,98,""
404,"北方稀土","",0,0,99,""
405,"钢研高纳","",0,0,100,""
406,"抚顺特钢","",0,0,94,""
407,"诺德股份","",0,0,101,""
408,"海康威视","",0,0,102,""
409,"三角防务","",0,0,103,""
410,"比亚迪股份","",0,0,104,""
411,"天原股份","",0,0,105,""
412,"锦浪科技","",0,0,106,""
413,"瑞芯微","",0,0,107,""
414,"宝信软件","",0,0,108,""
415,"XD兖州煤","",0,0,112,""
416,"中芯国际","",0,0,109,""
417,"深信服","",0,0,184,""
418,"天合光能","",0,0,110,""
419,"香港交易所","",0,0,111,""
420,"东方日升","",0,0,112,""
421,"寒锐钴业","",0,0,114,""
422,"京东方Ａ","",0,0,132,""
423,"固德威","",0,0,115,""
424,"中国铝业","",0,0,116,""
425,"华峰测控","",0,0,117,""
426,"广信股份","",0,0,118,""
427,"远兴能源","",0,0,119,""
428,"五 粮 液","",0,0,231,""
429,"山东黄金","",0,0,120,""
430,"柳药股份","",0,0,121,""
431,"药明康德","",0,0,220,""
432,"华虹半导体","",0,0,122,""
433,"卫星石化","",0,0,123,""
434,"完美世界","",0,0,278,""
435,"中国神华","",0,0,151,""
436,"鹏辉能源","",0,0,124,""
437,"中航机电","",0,0,125,""
438,"贵州茅台","",0,0,190,""
439,"潞安环能","",0,0,138,""
440,"紫天科技","",0,0,127,""
441,"融捷股份","",0,0,128,""
442,"新集能源","",0,0,143,""
443,"陕西煤业","",0,0,164,""
444,"桐昆股份","",0,0,129,""
445,"英科医疗","",0,0,130,""
446,"明泰铝业","",0,0,131,""
447,"南山铝业","",0,0,133,""
448,"拓普集团","",0,0,134,""
449,"特变电工","",0,0,135,""
450,"智飞生物","",0,0,218,""
451,"航亚科技","",0,0,136,""
452,"斯迪克","",0,0,137,""
453,"帝尔激光","",0,0,139,""
454,"赛轮轮胎","",0,0,140,""
455,"威海广泰","",0,0,141,""
456,"甬金股份","",0,0,142,""
457,"利君股份","",0,0,144,""
458,"美的集团","",0,0,145,""
459,"中微公司","",0,0,178,""
460,"北汽蓝谷","",0,0,146,""
461,"德方纳米","",0,0,147,""
462,"新泉股份","",0,0,148,""
463,"广汽集团","",0,0,149,""
464,"西部矿业","",0,0,152,""
465,"芯源微","",0,0,153,""
466,"中国中免","",0,0,232,""
467,"中孚信息","",0,0,164,""
468,"富瀚微","",0,0,155,""
469,"青岛啤酒","",0,0,216,""
470,"龙蟠科技","",0,0,156,""
471,"小康股份","",0,0,158,""
472,"正泰电器","",0,0,159,""
473,"捷顺科技","",0,0,160,""
474,"芒果超媒","",0,0,161,""
475,"新北洋","",0,0,162,""
476,"兴发集团","",0,0,173,""
477,"华鲁恒升","",0,0,210,""
478,"亿联网络","",0,0,163,""
479,"长春高新","",0,0,193,""
480,"普洛药业","",0,0,165,""
481,"德业股份","",0,0,166,""
482,"精达股份","",0,0,167,""
483,"山西焦煤","",0,0,288,""
484,"九洲药业","",0,0,157,""
485,"山西汾酒","",0,0,182,""
486,"天融信","",0,0,168,""
487,"思瑞浦","",0,0,169,""
488,"拓邦股份","",0,0,172,""
489,"美锦能源","",0,0,186,""
490,"永创智能","",0,0,170,""
491,"海优新材","",0,0,171,""
492,"中信博","",0,0,173,""
493,"震裕科技","",0,0,174,""
494,"中国长城","",0,0,175,""
495,"旗滨集团","",0,0,242,""
496,"国电南瑞","",0,0,176,""
497,"宇瞳光学","",0,0,177,""
498,"长江电力","",0,0,179,""
499,"中兴通讯","",0,0,180,""
500,"酒鬼酒","",0,0,197,""
501,"药石科技","",0,0,181,""
502,"宇通客车","",0,0,182,""
503,"华阳股份","",0,0,200,""
504,"捷佳伟创","",0,0,183,""
505,"福莱特","",0,0,185,""
506,"伯特利","",0,0,203,""
507,"江淮汽车","",0,0,186,""
508,"中国重工","",0,0,58,""
509,"和胜股份","",0,0,187,""
510,"盛和资源","",0,0,188,""
511,"福田汽车","",0,0,189,""
512,"石英股份","",0,0,209,""
513,"欧科亿","",0,0,191,""
514,"极米科技","",0,0,192,""
515,"神火股份","",0,0,194,""
516,"吉利汽车","",0,0,195,""
517,"恒立液压","",0,0,196,""
518,"淮北矿业","",0,0,215,""
519,"新雷能","",0,0,198,""
520,"平煤股份","",0,0,217,""
521,"睿智医药","",0,0,199,""
522,"中国船舶","",0,0,200,""
523,"小米集团-W","",0,0,220,""
524,"国瓷材料","",0,0,202,""
525,"江西铜业","",0,0,203,""
526,"明微电子","",0,0,197,""
527,"复星医药","",0,0,213,""
528,"派能科技","",0,0,205,""
529,"南亚新材","",0,0,208,""
530,"纳思达","",0,0,209,""
531,"金禾实业","",0,0,210,""
532,"斯达半导","",0,0,207,""
533,"金能科技","",0,0,211,""
534,"一拖股份","",0,0,212,""
535,"华润微","",0,0,201,""
536,"中煤能源","",0,0,233,""
537,"中远海控","",0,0,217,""
538,"维亚生物","",0,0,235,""
539,"泰格医药","",0,0,236,""
540,"苏试试验","",0,0,221,""
541,"石基信息","",0,0,222,""
542,"彤程新材","",0,0,223,""
543,"北京君正","",0,0,225,""
544,"博腾股份","",0,0,226,""
545,"爱美客","",0,0,227,""
546,"万业企业","",0,0,228,""
547,"海 利 得","",0,0,229,""
548,"恒源煤电","",0,0,245,""
549,"未来股份","",0,0,246,""
550,"益丰药房","",0,0,230,""
551,"开滦股份","",0,0,248,""
552,"三环集团","",0,0,214,""
553,"中公教育","",0,0,234,""
554,"司太立","",0,0,235,""
555,"七一二","",0,0,235,""
556,"中国宝安","",0,0,237,""
557,"博通集成","",0,0,238,""
558,"新易盛","",0,0,215,""
559,"全志科技","",0,0,224,""
560,"分众传媒","",0,0,219,""
561,"上机数控","",0,0,239,""
562,"克来机电","",0,0,242,""
563,"东富龙","",0,0,240,""
564,"应流股份","",0,0,241,""
565,"隆平高科","",0,0,245,""
566,"永兴材料","",0,0,249,""
567,"平安银行","",0,0,244,""
568,"创世纪","",0,0,245,""
569,"中国石油","",0,0,256,""
570,"绝味食品","",0,0,252,""
571,"中国石化","",0,0,246,""
572,"锦泓集团","",0,0,247,""
573,"伊利股份","",0,0,255,""
574,"浪潮信息","",0,0,248,""
575,"电科院","",0,0,249,""
576,"神州信息","",0,0,250,""
577,"晶丰明源","",0,0,251,""
578,"力星股份","",0,0,252,""
579,"超图软件","",0,0,253,""
580,"李宁","",0,0,255,""
581,"TCL科技","",0,0,204,""
582,"安踏体育","",0,0,257,""
583,"联创电子","",0,0,258,""
584,"松井股份","",0,0,260,""
585,"闻泰科技","",0,0,261,""
586,"蔚蓝锂芯","",0,0,263,""
587,"震安科技","",0,0,254,""
588,"蓝晓科技","",0,0,265,""
589,"良信股份","",0,0,266,""
590,"志邦家居","",0,0,267,""
591,"坚朗五金","",0,0,269,""
592,"京沪高铁","",0,0,274,""
593,"宝兰德","",0,0,272,""
594,"世华科技","",0,0,273,""
595,"绿的谐波","",0,0,275,""
596,"中国中车","",0,0,277,""
597,"中国联通","",0,0,279,""
598,"欧派家居","",0,0,280,""
599,"彩讯股份","",0,0,281,""
600,"传音控股","",0,0,243,""
601,"新莱应材","",0,0,282,""
602,"山鹰国际","",0,0,283,""
603,"星期六","",0,0,284,""
604,"电连技术","",0,0,285,""
605,"广联达","",0,0,286,""
606,"长电科技","",0,0,287,""
607,"伊之密","",0,0,289,""
608,"朗新科技","",0,0,290,""
609,"药明生物","",0,0,293,""
610,"兖州煤业","",0,0,126,""
611,"光启技术","",0,0,154,""
612,"海南发展","",0,0,256,""
613,"XD山东黄","",0,0,117,""
614,"石头科技","",0,0,274,""
615,"XD宝钛股","",0,0,94,""
616,"XD派能科","",0,0,208,""
617,"鹏鼎控股","",0,0,270,""
618,"工业富联","",0,0,292,""
619,"扬农化工","",0,0,237,""
620,"太阳纸业","",0,0,241,""
621,"鸿路钢构","",0,0,246,""
622,"XD上汽集","",0,0,76,""
623,"宝钢股份","",0,0,206,""
624,"包钢股份","",0,0,233,""
625,"中信特钢","",0,0,259,""
626,"沙钢股份","",0,0,262,""
627,"太钢不锈","",0,0,264,""
628,"华菱钢铁","",0,0,268,""
629,"XD京沪高","",0,0,271,""
630,"重庆钢铁","",0,0,276,""
